Employee Number,Decimal Number
208040,.00
208040,.00
208040,.00
208040,8.00
208040,158.35
208040,20.00
209158,35.05
209158,.75
209158,.00
209158,22.00
209158,9.57
209018,199.40
209018,.00
209018,43.50
209018,109.12
208685,243.53
208685,66.87
208685,40.00
208685,44.00
208685,231.25
208685,40.00
208998,24.00
208462,268.66
208462,16.00
208462,56.00
208462,110.70
208462,.00
208462,5.00
208462,336.00
208462,20.00
208462,322.30
208462,15.00
201197,540.63
201197,92.75
201197,40.00
201197,.00
201197,.00
201197,.00
201197,.00
201197,24.00
201197,615.17
201197,40.00
208688,.00
208688,215.50
208688,2.50
208688,376.02
208688,242.28
208688,40.00
208240,300.00
208240,2.50
208240,178.75
208240,373.25
208240,483.45
208240,40.00
208400,114.95
208400,16.00
208400,56.00
208400,197.79
208400,24.00
208400,.00
208400,60.00
208400,200.00
208400,.00
208400,71.68
208400,40.00
209112,91.32
209112,.00
209112,.00
209112,40.00
209112,32.30
208817,118.00
208817,2.50
208817,251.38
208817,273.54
208817,40.00
209133,40.00
208913,.00
208913,89.50
208913,40.00
208913,189.55
208913,23.15
208913,40.00
209110,.00
209110,163.66
209110,21.20
207781,22.05
207781,22.25
207781,40.00
207781,36.00
207781,.00
207781,.00
207781,16.00
207781,.00
207781,28.00
207781,1.32
207781,40.00
208820,271.89
208820,174.87
208820,.00
208820,8.00
208820,200.64
208820,10.00
209092,24.00
209092,.00
209092,44.64
209092,18.48
208210,300.00
208210,40.00
208210,177.75
208210,681.72
208210,574.90
208210,40.00
208591,.00
208591,32.75
208591,.00
208591,355.00
208591,320.67
208591,120.36
208591,7.50
207502,298.34
207502,300.00
207502,20.00
207502,180.00
207502,633.37
207502,766.86
207502,20.00
208970,24.00
208970,.00
208970,44.64
208970,18.48
209061,200.28
209061,.00
209061,.00
209061,16.00
209061,.00
209061,6.00
209061,70.40
207808,67.15
207808,16.00
207808,56.00
207808,.00
207808,91.34
207933,28.48
207933,.00
207933,40.00
207933,10.25
207933,13.84
207933,40.00
208333,.00
208333,3.00
208333,40.00
208333,.00
208333,.00
208333,.00
208333,.00
208333,.00
208333,40.00
208946,131.25
208946,20.00
208946,359.77
208946,80.33
208946,20.00
208192,256.32
208192,.00
208192,.00
208192,725.18
208192,9.24
208192,242.10
208192,40.00
208505,.00
208505,300.00
208505,40.00
208505,180.00
208505,94.14
208505,628.42
208505,40.00
209064,20.00
209064,.00
209064,.00
209064,.00
209064,48.00
209064,3.70
206105,608.88
206105,300.00
206105,20.00
206105,168.52
206105,005.47
206105,763.86
206105,30.00
208757,60.50
208757,62.76
208757,40.82
208225,3.14
208225,40.00
208225,5.24
208225,437.95
208225,40.00
208491,164.92
208491,65.75
208491,4.00
208491,85.50
209159,36.50
209159,.00
209159,.00
209159,24.00
209159,14.60
208459,.00
208459,59.57
208459,21.18
208633,67.20
208633,6.00
208633,56.00
208633,.00
208633,157.83
208633,.00
208633,4.00
208633,59.75
208633,30.00
208201,12.00
208201,.00
208201,988.72
208201,063.46
208201,40.00
208158,.00
208158,.00
208158,70.00
208158,415.68
208158,60.46
208158,158.96
208158,.00
208295,.00
208295,2.25
208295,40.00
208295,73.50
208295,164.73
208295,154.18
208295,40.00
209134,40.00
209114,64.00
209114,.00
209114,11.16
209114,4.62
208803,10.75
208803,40.00
208803,80.00
208803,121.96
208803,13.86
208803,40.00
207996,440.15
207996,16.00
207996,80.00
207996,865.61
207996,.00
207996,40.00
207996,.00
207996,.00
207996,.00
207996,15.00
207996,40.00
209140,40.00
207563,608.88
207563,269.87
207563,40.00
207563,745.25
207563,321.82
207563,.00
207721,155.13
207721,16.00
207721,56.00
207721,104.12
207721,.90
207721,.00
207721,.00
207721,.00
207721,.00
207721,24.00
207721,66.85
207721,36.00
209043,15.40
209043,16.00
209043,56.00
209043,17.70
207837,969.18
207837,.00
207837,.00
207837,666.10
208006,171.85
208006,.00
208006,56.00
208006,177.65
208006,40.00
208006,40.00
208412,104.55
208412,16.00
208412,56.00
208412,.00
208412,232.65
208412,.00
208412,40.00
208510,.00
208510,204.25
208510,2.50
208510,80.00
208510,529.50
208510,171.74
208510,40.00
207507,59.00
207507,5.50
207507,40.00
207507,68.00
207507,.00
207507,.00
207507,.00
207507,44.00
207507,426.93
207507,16.00
207507,143.16
207507,114.32
207507,40.00
207507,.00
207507,480.00
207507,47.00
207507,.00
207507,36.00
207507,11.10
207507,16.00
208394,421.88
208394,14.50
208394,20.00
208394,.00
208394,14.00
208394,394.55
208394,20.00
208758,.00
208758,3.50
208758,40.00
208758,180.32
208758,75.00
208758,40.00
208253,45.00
208253,40.00
208253,.00
208253,320.00
208253,749.61
208253,318.04
208253,40.00
208915,.00
208915,162.00
208915,40.00
208915,450.14
208915,32.62
208915,40.00
208523,257.62
208523,3.50
208523,40.00
208523,.00
208523,.00
208523,32.00
208523,24.00
208523,528.90
208523,40.00
208406,15.50
208406,40.00
208406,745.76
208406,411.28
208406,40.00
208882,39.25
208882,61.38
208882,5.41
209176,.00
209176,.00
209176,.00
209176,24.00
209176,3.70
207660,001.94
207660,300.00
207660,40.00
207660,176.00
207660,009.52
207660,815.36
207660,40.00
206296,728.22
206296,300.00
206296,.00
206296,172.13
206296,094.22
206296,801.86
206296,30.00
206296,045.90
206296,.00
206296,40.00
206296,.00
206296,008.74
206296,40.00
208892,.00
208892,4.25
208892,40.00
208892,282.85
208892,110.33
208892,40.00
208683,.00
208683,18.00
208683,40.00
208683,360.00
208683,572.78
208683,340.18
208683,40.00
208893,.00
208893,113.25
208893,40.00
208893,387.85
208893,250.33
208893,40.00
208889,300.00
208889,40.00
208889,179.37
208889,137.52
208889,172.28
208889,40.00
208949,322.14
208949,.00
208949,40.00
208949,48.00
208949,203.50
208949,40.00
206385,020.59
206385,300.00
206385,40.00
206385,50.00
206385,179.37
206385,859.32
206385,381.32
206385,.00
206385,5.00
208890,56.00
208890,40.00
208890,444.18
208890,315.51
208890,40.00
208890,40.00
207504,188.96
207504,300.00
207504,40.00
207504,179.27
207504,644.46
207504,017.86
207504,40.00
209177,.00
209177,.00
209177,.00
209177,24.00
209177,3.70
206423,208.80
206423,16.00
206423,64.00
206423,38.78
206423,.00
206423,40.00
206423,.00
206423,.00
206423,.00
206423,.00
206423,.00
206423,44.00
206423,36.30
206423,16.00
207824,111.00
207824,40.00
207824,357.20
207824,420.68
207824,799.46
207824,40.00
209137,70.37
209137,.00
209137,.00
209137,22.00
209137,13.54
208242,51.50
208242,40.00
208242,328.60
208242,869.88
208242,40.00
207838,213.50
207838,1.25
207838,.00
207838,50.00
207838,113.12
207838,228.86
207838,.00
209002,24.00
209135,36.00
208859,24.00
208859,7.50
208859,7.50
208937,12.40
208937,.00
208937,.00
208937,4.00
208937,21.60
205184,.00
205184,64.00
205184,.07
205184,.00
205184,.00
205184,.00
205184,54.01
207566,265.49
207566,300.00
207566,10.00
207566,.00
207566,179.19
207566,229.37
207566,425.86
207566,.00
209099,24.00
209099,.00
209099,32.14
209099,18.48
209023,64.00
209023,351.25
209023,156.00
209023,760.00
209023,744.00
209023,463.52
209023,447.87
209023,984.00
209023,444.18
209023,315.51
209023,752.50
209023,590.75
209023,63.00
209023,16.00
209023,32.00
209023,776.00
209023,928.52
209023,063.40
209023,456.07
209023,170.08
209023,183.77
209023,397.50
209023,40.00
208961,46.40
208961,.00
208961,300.00
208961,40.00
208961,56.25
208961,164.68
208961,40.00
207282,963.38
207282,300.00
207282,2.50
207282,179.99
207282,980.56
207282,980.36
207282,30.00
208241,118.87
208241,.00
208241,593.75
208241,769.45
208241,30.00
208297,.00
208297,290.50
208297,2.50
208297,7.50
208297,130.50
208297,256.86
208297,389.18
208297,40.00
208717,.00
208717,36.25
208717,2.50
208717,30.00
208717,103.54
208717,141.10
208717,40.00
208653,.00
208653,237.25
208653,.00
208653,296.32
208653,435.53
208653,40.00
208652,.00
208652,34.00
208652,40.00
208652,255.23
208652,336.11
208652,40.00
208652,009.78
208652,316.87
208652,87.50
208652,37.50
208652,366.74
208652,505.70
208652,980.56
208652,980.36
208652,236.05
208652,260.00
208866,24.00
208866,.00
208866,18.00
208945,24.00
208945,.00
208945,.00
208945,48.00
208945,18.00
209174,.00
209174,.00
209174,.00
209174,24.00
209174,3.70
209174,.00
209174,24.00
209174,3.70
207527,521.41
207527,87.87
207527,.00
207527,.00
207527,2.00
207527,.00
207527,15.00
207527,892.47
207527,40.00
207527,521.41
207527,87.87
207527,2.00
207527,15.00
207527,892.47
207527,40.00
209021,65.93
209021,.00
209021,40.00
209021,.00
209021,4.00
209021,18.40
209021,40.00
209111,108.20
209111,.00
209111,.00
209111,22.00
209111,41.20
209013,179.11
209013,.00
209013,40.00
209013,.00
209013,18.00
209013,68.42
209013,40.00
209013,353.24
209013,.00
209013,80.00
209013,44.00
209013,128.02
209013,80.00
208723,154.62
208723,9.00
208723,.00
208723,.00
208723,.00
208723,.00
208723,7.00
208723,63.70
208723,36.00
208863,23.25
208863,.00
208863,.00
208863,14.00
208863,.00
208863,12.00
208863,27.93
207585,527.90
207585,.00
207585,16.00
207585,56.00
207585,501.42
207585,40.00
207585,.00
207585,.00
207585,.00
207585,40.00
208842,265.20
208842,16.00
208842,56.00
208842,391.44
208842,40.00
208842,40.00
208502,291.23
208502,.00
208502,56.00
208502,211.66
208502,13.37
208502,40.00
208502,133.00
208502,40.00
208276,295.85
208276,8.00
208276,56.00
208276,555.63
208276,.00
208276,40.00
208276,.00
208276,.00
208276,.00
208276,.00
208276,72.95
208276,32.00
208110,458.37
208110,16.00
208110,56.00
208110,121.29
208110,.00
208110,40.00
208110,.00
208110,.00
208110,.00
208110,114.05
208110,40.00
209097,58.52
209097,16.00
209097,56.00
209097,105.26
209097,.00
208532,150.70
208532,.00
208532,56.00
208532,121.14
208532,7.00
208532,209.51
208532,66.06
208532,40.00
208532,80.00
208532,225.64
208532,72.00
208532,392.00
208532,007.84
208532,22.37
208532,207.00
208532,209.51
208532,66.06
208532,133.00
208532,14.00
208532,19.00
208532,278.63
208532,268.00
208532,80.00
209037,47.60
209037,.00
209037,.00
209037,7.00
209037,15.00
209037,21.00
209037,103.69
208250,223.99
208250,16.00
208250,56.00
208250,488.00
208250,.00
208250,40.00
208250,.00
208250,464.00
208250,.00
208250,.00
208250,70.67
208250,40.00
209127,33.84
209127,.00
209127,.00
209127,.00
209127,.00
209127,10.00
209127,22.65
209146,24.64
209146,.00
209146,.00
209146,7.00
209146,.00
209146,12.00
209146,17.60
208421,72.97
208421,2.25
208421,40.00
208421,80.00
208421,10.00
208421,16.00
208421,32.00
208421,24.00
208421,596.45
208421,40.00
207945,444.15
207945,.50
207945,40.00
207945,.00
207945,16.00
207945,32.00
207945,24.00
207945,631.78
207945,40.00
209172,40.00
209125,36.61
209125,.00
209125,.00
209125,3.00
209125,.00
209125,12.00
209125,35.90
207977,480.00
207977,3.00
207977,40.00
207977,.00
207977,16.00
207977,.00
207977,911.93
207977,40.00
207388,597.10
207388,239.00
207388,27.00
207388,.00
207388,.00
207388,16.00
207388,.00
207388,.00
207388,12.00
207388,321.06
207388,4.00
209041,42.62
209041,.00
209041,.00
209041,4.00
209041,.00
209041,9.00
209041,43.88
208869,162.34
208869,.00
208869,40.00
208869,.00
208869,.00
208869,.00
208869,4.00
208869,137.70
208869,40.00
207822,227.25
207822,240.00
207822,40.00
207822,240.00
207822,16.00
207822,.00
207822,24.00
207822,354.40
207822,40.00
208986,56.00
208986,40.00
208986,166.64
208986,160.58
208986,40.00
208986,80.00
208083,231.58
208083,199.62
208083,10.00
208083,81.00
208083,16.00
208083,.00
208083,24.00
208083,320.40
208083,40.00
209095,56.13
209095,.00
209095,.00
209095,6.00
209095,.00
209095,11.00
209095,64.33
209161,15.40
209161,.00
209161,.00
209161,14.00
209161,.00
209161,12.00
209161,14.00
207971,249.99
207971,11.00
207971,40.00
207971,.00
207971,14.00
207971,24.00
207971,20.00
207971,977.65
207971,40.00
207971,946.21
207971,16.00
207971,112.00
207971,40.00
207971,488.00
207971,695.38
207971,357.00
207971,166.64
207971,160.58
207971,80.00
207971,464.00
207971,331.00
207971,151.00
207971,103.00
207971,219.00
207971,624.09
207971,364.00
207971,80.00
209132,40.00
209132,40.00
208466,36.42
208466,.00
208466,56.00
208466,424.78
208466,40.00
208466,133.44
208466,190.31
208466,40.00
208466,40.00
208904,37.83
208904,.00
208904,10.00
208904,5.00
208904,.00
208904,.00
208904,9.00
208904,12.80
208904,33.00
209121,36.61
209121,3.00
209121,.00
209121,13.00
209121,.00
209121,12.00
209121,43.98
209122,36.61
209122,14.25
209122,.00
209122,3.63
209122,.00
209122,11.00
209122,11.10
209077,33.00
209077,64.75
209077,.00
209077,16.00
209077,.00
209077,10.00
209077,22.20
207261,591.69
207261,7.37
207261,40.00
207261,.00
207261,.00
207261,.00
207261,.00
207261,.00
207261,8.00
207261,307.52
207261,40.00
208372,113.70
208372,16.00
208372,22.00
208372,40.00
208372,.00
208372,.00
208372,16.00
208372,.00
208372,.00
208372,10.00
208372,615.90
208372,13.00
208372,.00
208500,274.26
208500,1.50
208500,40.00
208500,.00
208500,16.00
208500,.00
208500,.00
208500,178.75
208500,40.00
209087,59.67
209087,.00
209087,.00
209087,.71
209087,.00
209087,8.00
209087,11.10
208227,90.36
208227,.50
208227,13.00
208227,.00
208227,16.00
208227,.00
208227,.00
208227,358.48
208227,2.00
208923,110.55
208923,3.00
208923,40.00
208923,.00
208923,.00
208923,.00
208923,23.00
208923,187.15
208923,40.00
208597,33.66
208597,.00
208597,2.50
208597,.00
208597,80.00
208597,24.00
208597,.00
208597,.00
208597,22.00
208597,14.47
208597,35.00
208905,63.12
208905,42.00
208905,40.00
208905,.00
208905,16.00
208905,.00
208905,16.00
208905,87.70
208905,40.00
208461,279.78
208461,225.99
208461,10.00
208461,54.00
208461,96.00
208461,.00
208461,16.00
208461,19.00
208461,365.00
208461,40.00
208619,72.93
208619,32.00
208619,40.00
208619,26.00
208619,19.00
208619,16.00
208619,.00
208619,20.00
208619,274.08
208619,5.00
209090,36.21
209090,20.38
209090,.00
209090,.00
209090,.00
209090,8.00
209090,7.40
208691,37.14
208691,.00
208691,.25
208691,14.00
208691,.00
208691,15.00
208691,.00
208691,14.00
208691,35.14
208691,40.00
208057,130.54
208057,.00
208057,40.00
208057,.00
208057,52.00
208057,.00
208057,16.00
208057,.00
208057,13.00
208057,215.81
208057,40.00
209030,50.96
209030,14.00
209030,18.00
209030,16.00
209030,.00
209030,9.00
209030,109.60
208538,186.91
208538,.75
208538,.00
208538,.00
208538,.00
208538,.00
208538,20.00
208538,383.32
208538,.00
207801,224.28
207801,.00
207801,56.00
207801,312.88
207801,.00
207801,40.00
207801,80.00
207801,.00
207801,480.00
207801,.00
207801,.00
207801,.00
207801,228.97
207801,20.00
209094,16.44
209094,3.75
209094,.00
209094,.00
209094,.00
209094,6.00
209094,6.38
208634,53.05
208634,226.00
208634,10.00
208634,4.50
208634,9.00
208634,.00
208634,.00
208634,7.00
208634,169.95
208634,10.00
208694,218.40
208694,196.50
208694,40.00
208694,40.00
208694,16.00
208694,.00
208694,22.00
208694,333.20
208694,10.00
209153,21.56
209153,.00
209153,.00
209153,14.00
209153,.00
209153,11.00
209153,13.40
208613,114.80
208613,.00
208613,118.00
208613,.00
208613,48.00
208613,.00
208613,7.00
208613,.00
208613,.00
208613,165.20
208613,.00
208256,188.04
208256,8.25
208256,40.00
208256,.00
208256,.00
208256,71.00
208256,.00
208256,16.00
208256,.00
208256,17.00
208256,45.64
208256,40.00
209119,40.04
209119,10.00
209119,.00
209119,12.00
209119,.00
209119,11.00
209119,40.10
209160,15.40
209160,20.00
209160,.00
209160,15.00
209160,.00
209160,12.00
209160,14.00
208981,19.28
208981,.00
208981,4.00
208981,.00
208981,.00
208981,.00
208981,.00
208981,12.79
208981,5.00
208924,97.30
208924,117.50
208924,40.00
208924,19.50
208924,.00
208924,.00
208924,22.00
208924,183.40
208924,40.00
209045,94.64
209045,.75
209045,.00
209045,16.00
209045,.00
209045,48.00
209045,45.80
208753,140.80
208753,77.25
208753,40.00
208753,4.00
208753,16.00
208753,.00
208753,10.00
208753,365.80
208753,40.00
208561,229.71
208561,218.50
208561,40.00
208561,26.00
208561,.00
208561,16.00
208561,.00
208561,22.00
208561,344.78
208561,40.00
209141,27.72
209141,2.30
209141,.00
209141,.00
209141,.00
209141,11.00
209141,16.50
209003,18.60
209003,11.25
209003,40.00
209003,13.00
209003,16.00
209003,.00
209003,4.00
209003,12.90
209003,40.00
209154,21.56
209154,.00
209154,.00
209154,8.70
209154,.00
209154,11.00
209154,9.20
208620,.63
208620,.00
208620,.00
208620,284.00
208620,.00
208620,.00
208620,.00
208620,20.00
208620,.51
208620,.00
208620,854.20
208620,112.00
208620,737.66
208620,458.30
208620,643.00
208620,133.44
208620,190.31
208620,358.50
208620,911.00
208620,223.50
208620,313.04
208620,16.00
208620,466.00
208620,250.02
208620,653.00
208620,40.00
208258,136.09
208258,54.25
208258,40.00
208258,.00
208258,16.00
208258,.00
208258,.00
208258,68.90
208258,40.00
208907,72.86
208907,56.25
208907,1.00
208907,.00
208907,.00
208907,.00
208907,20.00
208907,130.81
208907,2.45
208918,106.81
208918,21.25
208918,40.00
208918,.00
208918,6.00
208918,.00
208918,24.00
208918,207.80
208918,40.00
208918,315.76
208918,131.75
208918,81.00
208918,22.00
208918,44.00
208918,407.51
208918,82.45
209071,95.41
209071,.00
209071,11.00
209071,.00
209071,94.35
209071,95.41
209071,11.00
209071,94.35
208807,19.26
208807,.00
208807,16.00
208807,.00
208807,.00
208807,77.70
208807,40.00
208305,152.13
208305,4.50
208305,.00
208305,.00
208305,16.00
208305,.00
208305,10.00
208305,494.60
208305,8.00
207942,254.37
207942,8.00
207942,56.00
207942,130.50
207942,.00
207942,13.00
207942,480.00
207942,.00
207942,.00
207942,.00
207942,11.00
207942,157.15
207942,4.00
208540,66.02
208540,.00
208540,56.00
208540,120.04
208540,.00
208540,.00
208540,33.20
208540,44.32
208540,.00
208540,.00
208540,.00
208540,225.85
208540,40.00
208540,45.60
208408,92.63
208408,16.00
208408,56.00
208408,138.06
208408,.00
208408,5.00
208408,52.00
208408,80.00
208408,.00
208408,.00
208408,12.00
208408,98.62
208408,39.00
208868,99.74
208868,15.00
208868,56.00
208868,134.80
208868,40.00
208868,136.64
208868,188.04
208868,40.00
208868,41.44
209118,39.73
209118,.00
209118,.00
209118,16.00
209118,.00
209118,27.73
208776,24.00
208776,11.25
208776,11.25
209034,112.35
209034,16.00
209034,56.00
209034,186.97
207758,24.00
207758,.00
207758,.00
207758,.00
207758,64.00
207758,.00
207758,18.00
207758,.00
207758,.00
207758,.00
207758,.00
207758,.00
207758,18.00
209014,101.61
209014,.00
209014,40.00
209014,.00
209014,8.00
209014,.00
209014,5.00
209014,84.55
209014,40.00
208661,125.04
208661,.00
208661,56.00
208661,308.28
208661,.00
208661,40.00
208661,300.00
208661,.00
208661,.00
208661,.00
208661,146.61
208661,40.00
207835,10.25
207835,40.00
209036,86.88
209036,12.00
209036,56.00
209036,80.34
209036,.00
209036,.00
209036,.00
209036,.00
209036,12.00
209036,39.50
208975,.63
208975,.00
208975,31.00
208975,.00
208975,.00
208975,.00
208975,1.00
208975,.75
208975,4.00
209139,27.72
209139,.00
209139,.00
209139,14.00
209139,.00
209139,12.00
209139,33.30
208930,131.80
208930,16.00
208930,56.00
208930,163.40
208930,40.00
208930,40.00
209173,40.00
208922,39.05
208922,.00
208922,40.00
208922,.00
208922,13.00
208922,.00
208922,17.00
208922,66.15
208922,40.00
207950,421.24
207950,.00
207950,56.00
207950,683.74
207950,.00
207950,40.00
207950,50.05
207950,74.14
207950,80.00
207950,.00
207950,.00
207950,.00
207950,169.40
207950,40.00
207950,70.00
208850,136.66
208850,.00
208850,9.00
208850,.00
208850,12.00
208850,.00
208850,10.00
208850,236.45
208850,.00
208850,64.00
208850,19.50
208850,19.50
208587,56.00
208587,30.00
208587,360.00
208587,546.90
208587,40.00
208587,78.00
208622,110.66
208622,.37
208622,.00
208622,.00
208622,.00
208622,.00
208622,.00
208622,79.80
208622,16.00
209104,213.79
209104,16.00
209104,56.00
209104,99.72
208016,109.65
208016,70.14
208016,40.00
208016,80.00
208016,.00
208016,.00
208016,12.00
208016,.00
208016,9.00
208016,567.69
208016,40.00
208016,340.96
208016,99.00
208016,616.00
208016,216.00
208016,045.85
208016,75.01
208016,443.00
208016,579.89
208016,853.40
208016,212.00
208016,780.00
208016,80.00
208016,91.00
208016,.00
208016,99.00
208016,505.85
208016,559.75
208016,235.04
208602,293.91
208602,3.00
208602,56.00
208602,148.67
208602,.00
208602,40.00
208602,.00
208602,.00
208602,.00
208602,12.00
208602,309.84
208602,40.00
208836,86.68
208836,.00
208836,.00
208836,.00
208836,11.00
208836,.00
208836,10.00
208836,235.54
208836,36.00
208727,229.56
208727,16.00
208727,56.00
208727,55.25
208727,40.00
208727,40.00
209096,15.40
209096,.00
209096,.00
209096,2.04
209096,.00
209096,11.00
209096,52.80
208784,227.94
208784,.00
208784,22.00
208784,.00
208784,11.00
208784,.00
208784,8.00
208784,234.75
208784,5.00
208784,853.49
208784,19.00
208784,112.00
208784,203.92
208784,102.00
208784,24.04
208784,41.00
208784,832.93
208784,121.00
208784,549.77
208784,6.16
208784,40.00
208784,.00
208784,.00
208784,.00
208784,.00
208784,.00
208784,24.00
208784,439.85
208784,40.00
207911,322.90
207911,.00
207911,40.00
207911,.00
207911,.00
207911,16.00
207911,.00
207911,22.00
207911,065.65
207911,40.00
207911,872.67
207911,6.16
207911,80.00
207911,16.00
207911,46.00
207911,505.50
207911,80.00
208845,199.56
208845,.00
208845,40.00
208845,.00
208845,.00
208845,.00
208845,22.00
208845,274.50
208845,40.00
208281,340.44
208281,102.98
208281,.00
208281,.00
208281,14.00
208281,32.00
208281,24.00
208281,512.19
208281,18.00
209144,23.43
209144,.00
209144,.00
209144,.00
209144,6.00
209144,20.00
209144,9.64
209106,2.48
209106,.00
209106,.00
209106,.00
209106,.00
209106,24.00
209106,51.63
208515,149.46
208515,16.00
208515,56.00
208515,173.60
208515,.00
208515,40.00
208515,80.00
208515,.00
208515,.00
208515,.00
208515,24.00
208515,230.73
208515,20.00
208802,113.16
208802,16.00
208802,56.00
208802,128.18
208802,.00
208802,40.00
208802,80.00
208802,400.00
208802,.00
208802,.00
208802,.00
208802,39.04
208802,40.00
208906,64.73
208906,6.00
208906,40.00
208906,.00
208906,6.00
208906,32.00
208906,4.00
208906,82.32
208906,40.00
207978,326.59
207978,224.57
207978,40.00
207978,98.00
207978,.00
207978,.00
207978,24.00
207978,791.20
207978,40.00
208257,98.97
208257,5.20
208257,40.00
208257,133.00
208257,126.00
208257,16.00
208257,.00
208257,.00
208257,30.90
208257,4.00
208060,299.11
208060,.00
208060,64.00
208060,188.36
208060,.00
208060,.00
208060,80.00
208060,.00
208060,.00
208060,.00
208060,20.00
208060,472.67
208060,40.00
209147,24.64
209147,50.00
209147,.00
209147,12.00
209147,.00
209147,24.00
209147,29.60
208848,95.98
208848,.00
208848,20.00
208848,.00
208848,16.00
208848,.00
208848,24.00
208848,253.80
208848,14.00
209171,.00
209171,.00
209171,.00
209171,14.00
209171,.00
209171,24.00
209171,7.40
208534,81.29
208534,10.87
208534,15.00
208534,26.00
208534,.00
208534,.00
208534,16.00
208534,.00
208534,120.00
208534,40.00
208853,44.46
208853,53.25
208853,40.00
208853,480.00
208853,8.00
208853,.00
208853,22.00
208853,.00
208853,32.18
208853,40.00
209120,40.04
209120,.00
209120,.00
209120,3.00
209120,.00
209120,24.00
209120,48.10
209120,904.34
209120,32.00
209120,176.00
209120,490.14
209120,452.88
209120,315.00
209120,266.00
209120,013.00
209120,232.00
209120,81.00
209120,108.00
209120,258.00
209120,985.90
209120,336.00
202363,519.80
202363,12.00
202363,72.00
202363,625.89
202363,.00
202363,40.00
202363,.00
202363,.00
202363,.00
202363,.01
202363,456.37
202363,40.00
202177,884.81
202177,145.40
202177,40.00
202177,.00
202177,.00
202177,.00
202177,.00
202177,26.00
202177,103.85
202177,40.00
207477,663.63
207477,239.50
207477,40.00
207477,56.00
207477,.00
207477,65.00
207477,.00
207477,14.00
207477,323.10
207477,34.00
208350,591.24
208350,114.50
208350,4.00
208350,.00
208350,.00
208350,.00
208350,24.00
208350,403.30
208350,20.00
208941,178.90
208941,30.75
208941,.00
208941,.00
208941,32.00
208941,132.90
208941,12.00
207987,299.96
207987,239.25
207987,40.00
207987,.00
207987,356.00
207987,8.00
207987,.00
207987,32.00
207987,546.53
207987,40.00
208902,245.78
208902,170.00
208902,40.00
208902,24.00
208902,217.05
208902,40.00
208914,84.08
208914,.00
208914,.00
208914,40.00
208914,.00
208914,16.00
208914,.00
208914,6.00
208914,116.10
208914,40.00
208754,121.18
208754,146.50
208754,.00
208754,12.80
208754,.00
208754,44.00
208754,128.90
207988,155.04
207988,128.32
207988,8.00
207988,.00
207988,.00
207988,.00
207988,.00
207988,24.00
207988,96.55
207988,.00
209101,30.44
209101,.00
209101,.00
209101,16.00
209101,.00
209101,.00
209101,62.30
208292,642.58
208292,175.75
208292,.00
208292,32.00
208292,56.00
208292,.00
208292,4.00
208292,358.00
208292,.00
207989,354.82
207989,117.00
207989,40.00
207989,32.00
207989,.00
207989,.00
207989,.00
207989,48.00
207989,811.76
207989,4.00
207986,408.78
207986,116.50
207986,40.00
207986,.00
207986,12.00
207986,.00
207986,31.00
207986,395.25
207986,40.00
207287,901.50
207287,5.25
207287,40.00
207287,.00
207287,.00
207287,.00
207287,.00
207287,.00
207287,36.00
207287,230.60
207287,24.00
208091,86.38
208091,41.01
208091,40.00
208091,.00
208091,.00
208091,.00
208091,.00
208091,32.00
208091,36.67
208091,40.00
208091,168.92
208091,12.00
208091,72.00
208091,625.89
208091,669.73
208091,412.00
208091,120.00
208091,356.00
208091,141.00
208091,44.80
208091,.01
208091,377.00
208091,419.23
208091,374.00
209091,62.87
209091,29.00
209091,.00
209091,15.00
209091,.00
209091,10.00
209091,51.11
209109,39.20
209109,19.50
209109,.00
209109,16.00
209109,.00
209109,10.00
209109,24.70
208733,35.89
208733,182.87
208733,4.00
208733,80.00
208733,.00
208733,15.00
208733,.00
208733,8.00
208733,293.52
208733,40.00
207982,158.15
207982,39.25
207982,.00
207982,453.00
207982,.00
207982,16.00
207982,.00
207982,3.00
207982,116.70
207982,17.00
208086,440.17
208086,221.87
208086,40.00
208086,69.00
208086,16.00
208086,.00
208086,12.00
208086,026.80
208086,40.00
208376,264.58
208376,210.12
208376,5.00
208376,54.00
208376,.00
208376,365.00
208376,.00
208376,.00
208376,.00
208376,.00
208376,11.00
208376,276.31
208376,4.00
208376,.00
208942,59.13
208942,41.75
208942,.00
208942,.00
208942,16.00
208942,.00
208942,8.00
208942,40.33
208942,.00
209166,9.24
209166,3.75
209166,.00
209166,14.00
209166,.00
209166,12.00
209166,11.10
208979,128.84
208979,104.00
208979,40.00
208979,.00
208979,16.00
208979,.00
208979,8.00
208979,96.00
208979,40.00
209093,48.52
209093,.00
209093,.00
209093,.00
209093,.00
209093,11.00
209093,62.50
209129,.00
209129,36.75
209129,.00
209129,8.00
209129,.00
209129,11.00
209129,32.70
209079,73.49
209079,.00
209079,.00
209079,15.00
209079,.00
209079,11.00
209079,83.99
209170,.00
209170,12.75
209170,.00
209170,15.00
209170,.00
209170,12.00
209170,7.40
208973,83.92
208973,21.00
208973,40.00
208973,.00
208973,16.00
208973,.00
208973,9.00
208973,125.70
208973,40.00
208739,115.72
208739,135.25
208739,9.00
208739,27.00
208739,.00
208739,.00
208739,.00
208739,7.00
208739,34.15
208739,18.00
208440,43.08
208440,9.00
208440,4.00
208440,125.00
208440,.00
208440,16.00
208440,.00
208440,4.00
208440,26.37
